INSPIRE_ID;FORMA_OCHRONY;DOKLADNOSC_POLOZENIA;NAZWA;OBSZAR_AZP;NR_STANOWSIKA_OBSZAR;CHRONOLOGIA;FUNKCJA;WYKAZ_DOKUMENTOW;DATA_WPISU;WOJEWODZTWO;POWIAT;GMINA;MIEJSCOWOSC;LINK
PL.1.9.ZIPOZ.NID_A_32_AR.38238;rejestr zabytków;przybliżony;Raduń, st. 1;36-14;66;średniowiecze;grodzisko;640 z 1970-11-09, KOK-I-310 z 1981-05-13, C-34 z 2016-02-02;1970-11-09;zachodniopomorskie;choszczeński;Choszczno - obszar wiejski;Raduń;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_32_AR.38238&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_32_AR.38430;rejestr zabytków;dokładny;Sulino (Sławęcin), st. 1;35-13;20;średniowiecze;grodzisko;725 z 1972-08-18, C-33 z 2016-02-02;1972-08-18;zachodniopomorskie;choszczeński;Choszczno - obszar wiejski;Sulino;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_32_AR.38430&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_32_AR.38426;rejestr zabytków;dokładny;Sławęcin, st. 1;35-13;19;średniowiecze;grodzisko;645 z 1970-11-21, C-32 z 2016-02-02;1970-11-21;zachodniopomorskie;choszczeński;Choszczno - obszar wiejski;Sławęcin;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_32_AR.38426&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_32_AR.38236;rejestr zabytków;dokładny;Pełczyce, st. 1;38-12;59;średniowiecze;grodzisko;669 z 1970-12-10, C-35 z 2016-02-02;1970-12-10;zachodniopomorskie;choszczeński;Pełczyce - miasto;Pełczyce;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_32_AR.38236&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_32_AR.38456;rejestr zabytków;przybliżony;Recz, st. 1;34-14;2;średniowiecze;grodzisko;642 z 1970-11-12, KOK-I-312 z 1981-05-13, C-31 z 2016-02-02;1970-11-12;zachodniopomorskie;choszczeński;Recz - miasto;Recz;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_32_AR.38456&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_32_AR.38439;rejestr zabytków;przybliżony;Grabowiec, st. 1;34-15;5;średniowiecze;grodzisko;644 z 1970-11-21, KOK-I-308 z 1981-05-12, C-29 z 2016-02-02;1970-11-21;zachodniopomorskie;choszczeński;Recz - obszar wiejski;Grabowiec;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_32_AR.38439&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_32_AR.38470;rejestr zabytków;przybliżony;Rybaki, st. 1;33-15;;średniowiecze;grodzisko;641 z 1970-11-11, KOK-I-311 z 1981-05-13, C-30 z 2016-02-02;1970-11-11;zachodniopomorskie;choszczeński;Recz - obszar wiejski;Rybaki;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_32_AR.38470&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_32_AR.37573;rejestr zabytków;przybliżony;Piaseczno, st. 1;27-20;1;niemożliwa do uzyskania;grodzisko;705 z 1968-12-11;1968-12-11;zachodniopomorskie;drawski;Czaplinek - obszar wiejski;Piaseczno;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_32_AR.37573&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_32_AR.37569;rejestr zabytków;przybliżony;Kluczewo, st. 1;26-21;34;średniowiecze;grodzisko;693 z 1968-12-11;1968-12-11;zachodniopomorskie;drawski;Czaplinek - obszar wiejski;Prosino;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_32_AR.37569&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_32_AR.37581;rejestr zabytków;przybliżony;Kołomąt, st. 1;27-21;68;średniowiecze;grodzisko;708 z 1968-12-11;1968-12-11;zachodniopomorskie;drawski;Czaplinek - obszar wiejski;Sikory;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_32_AR.37581&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_32_AR.37578;rejestr zabytków;przybliżony;Stare Drawsko, st. 2;27-21;22;średniowiecze;grodzisko;711 z 1968-12-11;1968-12-11;zachodniopomorskie;drawski;Czaplinek - obszar wiejski;Stare Drawsko;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_32_AR.37578&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_32_AR.37593;rejestr zabytków;przybliżony;Drawsko, st. 1;28-17;4;średniowiecze;grodzisko;771 z 1969-12-15;1969-12-15;zachodniopomorskie;drawski;Drawsko Pomorskie - miasto;Drawsko Pomorskie;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_32_AR.37593&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_32_AR.37560;rejestr zabytków;przybliżony;Donatowo, st. 1;26-18;41;średniowiecze;grodzisko;769 z 1969-12-15;1969-12-15;zachodniopomorskie;drawski;Drawsko Pomorskie - obszar wiejski;Donatowo;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_32_AR.37560&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_32_AR.37552;rejestr zabytków;przybliżony;Donatowo, st. 1a;26-18;42;średniowiecze;osada;770 z 1969-12-15;1969-12-15;zachodniopomorskie;drawski;Drawsko Pomorskie - obszar wiejski;Donatowo;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_32_AR.37552&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_32_AR.37609;rejestr zabytków;dokładny;Gudowo, st. 1;29-18;1;niemożliwa do uzyskania;grodzisko;772 z 1969-12-15;1969-12-15;zachodniopomorskie;drawski;Drawsko Pomorskie - obszar wiejski;Gudowo;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_32_AR.37609&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_32_AR.37615;rejestr zabytków;przybliżony;Gudowo, st. 2;28-18;;średniowiecze;osada;773 z 1969-12-15;1969-12-15;zachodniopomorskie;drawski;Drawsko Pomorskie - obszar wiejski;Gudowo;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_32_AR.37615&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_32_AR.37607;rejestr zabytków;przybliżony;Mielenko Drawskie, st. 1;29-17;1;średniowiecze;grodzisko;778 z 1969-12-15;1969-12-15;zachodniopomorskie;drawski;Drawsko Pomorskie - obszar wiejski;Mielenko Drawskie;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_32_AR.37607&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_32_AR.37602;rejestr zabytków;dokładny;Mielenko Drawskie, st. 37;28-18;;średniowiecze;osada;1239 z 1993-09-14;1993-09-14;zachodniopomorskie;drawski;Drawsko Pomorskie - obszar wiejski;Mielenko Drawskie;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_32_AR.37602&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_32_AR.37540;rejestr zabytków;przybliżony;Nętno, st. 1;26-17;28;średniowiecze;grodzisko;779 z 1969-12-15;1969-12-15;zachodniopomorskie;drawski;Drawsko Pomorskie - obszar wiejski;Nętno;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_32_AR.37540&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_32_AR.37617;rejestr zabytków;przybliżony;Oleszno, st. 1;29-17;37;epoka brązu ;grodzisko;780 z 1969-12-15;1969-12-15;zachodniopomorskie;drawski;Drawsko Pomorskie - obszar wiejski;Oleszno;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_32_AR.37617&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_32_AR.37598;rejestr zabytków;dokładny;Suliszewo, st. 1;29-18;2;średniowiecze;grodzisko;781 z 1969-12-15;1969-12-15;zachodniopomorskie;drawski;Drawsko Pomorskie - obszar wiejski;Suliszewo;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_32_AR.37598&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_32_AR.37596;rejestr zabytków;przybliżony;Suliszewo, st. 2;29-18;3;średniowiecze;osada;782 z 1969-12-15;1969-12-15;zachodniopomorskie;drawski;Drawsko Pomorskie - obszar wiejski;Suliszewo;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_32_AR.37596&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_32_AR.37647;rejestr zabytków;przybliżony;Żołędowo, st. 1;31-17;1;średniowiecze;grodzisko;786 z 1970-03-16;1970-03-16;zachodniopomorskie;drawski;Drawsko Pomorskie - obszar wiejski;Żołędowo;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_32_AR.37647&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_32_AR.37546;rejestr zabytków;przybliżony;Żółte, st. 1;27-17;7;średniowiecze;grodzisko;783 z 1969-12-15;1969-12-15;zachodniopomorskie;drawski;Drawsko Pomorskie - obszar wiejski;Żółte;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_32_AR.37546&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_32_AR.37666;rejestr zabytków;przybliżony;Kalisz Pomorski, st. 14;33-18;14;epoka brązu ;osada;775 z 1969-12-15;1969-12-15;zachodniopomorskie;drawski;Kalisz Pomorski - miasto;Kalisz Pomorski;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_32_AR.37666&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_32_AR.37658;rejestr zabytków;przybliżony;Kalisz Pomorski, st. 34;33-18;34;średniowiecze;grodzisko;774 z 1969-12-15;1969-12-15;zachodniopomorskie;drawski;Kalisz Pomorski - obszar wiejski;Jasnopole;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_32_AR.37658&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_32_AR.37654;rejestr zabytków;przybliżony;Kalisz Pomorski, st. 35;33-18;35;średniowiecze;osada;784 z 1969-12-22;1969-12-22;zachodniopomorskie;drawski;Kalisz Pomorski - obszar wiejski;Jasnopole;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_32_AR.37654&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_32_AR.37643;rejestr zabytków;przybliżony;Żabinek, st. 1;30-20;47;średniowiecze;osada;785 z 1970-03-16;1970-03-16;zachodniopomorskie;drawski;Wierzchowo;Żabinek;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_32_AR.37643&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_32_AR.37564;rejestr zabytków;przybliżony;Gronowo, st. 1;27-19;1;epoka żelaza;cmentarzysko;885 z 1975-01-20;1975-01-20;zachodniopomorskie;drawski;Złocieniec - obszar wiejski;Gronowo;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_32_AR.37564&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_32_AR.37622;rejestr zabytków;przybliżony;Lubieszewo, st. 1;30-18;1;epoka brązu ;grodzisko;777 z 1969-12-15;1969-12-15;zachodniopomorskie;drawski;Złocieniec - obszar wiejski;Lubieszewo;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_32_AR.37622&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_32_AR.37638;rejestr zabytków;przybliżony;Lubieszewo, st. 2;30-18;2;średniowiecze;osada;776 z 1969-12-15;1969-12-15;zachodniopomorskie;drawski;Złocieniec - obszar wiejski;Lubieszewo;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_32_AR.37638&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_32_AR.38871;rejestr zabytków;przybliżony;Budno, st. 1;28-09;10;średniowiecze;grodzisko;665 z 1970-12-01;1970-12-01;zachodniopomorskie;goleniowski;Goleniów - obszar wiejski;Budno;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_32_AR.38871&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_32_AR.38850;rejestr zabytków;przybliżony;Maszewo, st. 1;29-10;11;średniowiecze;grodzisko;564 z 1968-12-16, C-12 z 2011-04-12;1968-12-16;zachodniopomorskie;goleniowski;Maszewo - miasto;Maszewo;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_32_AR.38850&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_32_AR.38857;rejestr zabytków;dokładny;Maciejewo, st. 1;28-10;1;średniowiecze;grodzisko;656 z 1970-11-12, C-11 z 2011-04-12;1970-11-12;zachodniopomorskie;goleniowski;Maszewo - obszar wiejski;Maciejewo;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_32_AR.38857&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_32_AR.38846;rejestr zabytków;dokładny;Mokre, st. 1;28-12;50;średniowiecze;grodzisko;664 z 1970-12-07, C-14 z 2011-08-08;1970-12-07;zachodniopomorskie;goleniowski;Maszewo - obszar wiejski;Mokre;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_32_AR.38846&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_32_AR.38916;rejestr zabytków;przybliżony;Trzechel, st. 1;23-09;66;epoka brązu ;cmentarzysko;715 z 1971-12-10;1971-12-10;zachodniopomorskie;goleniowski;Nowogard - obszar wiejski;Trzechel;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_32_AR.38916&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_32_AR.38882;rejestr zabytków;przybliżony;Krzywice, st. 1;26-09;1;średniowiecze;grodzisko;657 z 1970-11-28;1970-11-28;zachodniopomorskie;goleniowski;Osina;Krzywice;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_32_AR.38882&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_32_AR.38886;rejestr zabytków;dokładny;Osina, st. 1;26-10;58;epoka brązu ;cmentarzysko;A-1336 z 1997-03-25;1997-03-25;zachodniopomorskie;goleniowski;Osina;Osina;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_32_AR.38886&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_32_AR.38911;rejestr zabytków;przybliżony;Buk, st. 1;23-09;1;średniowiecze;grodzisko;648 z 1970-11-12;1970-11-12;zachodniopomorskie;goleniowski;Przybiernów;Buk;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_32_AR.38911&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_32_AR.38907;rejestr zabytków;przybliżony;Buk, st. 2;23-09;2;średniowiecze;grodzisko;649 z 1970-11-12;1970-11-12;zachodniopomorskie;goleniowski;Przybiernów;Buk;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_32_AR.38907&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_32_AR.38888;rejestr zabytków;przybliżony;Dzisna, st. 1;25-08;3;średniowiecze;grodzisko;647 z 1970-11-11;1970-11-11;zachodniopomorskie;goleniowski;Przybiernów;Dzisna;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_32_AR.38888&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_32_AR.38890;rejestr zabytków;przybliżony;Łoźnica, st. 3;25-09;6;średniowiecze;grodzisko;699 z 1971-11-10;1971-11-10;zachodniopomorskie;goleniowski;Przybiernów;Łoźnica;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_32_AR.38890&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_32_AR.38900;rejestr zabytków;przybliżony;Żychlikowo, st. 1;24-09;7;średniowiecze;grodzisko;714 z 1971-12-10;1971-12-10;zachodniopomorskie;goleniowski;Przybiernów;Żychlikowo;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_32_AR.38900&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_32_AR.38896;rejestr zabytków;przybliżony;Żychlikowo, st. 2;24-09;8;epoka brązu ;cmentarzysko;713 z 1971-12-10;1971-12-10;zachodniopomorskie;goleniowski;Przybiernów;Żychlikowo;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_32_AR.38896&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_32_AR.37907;rejestr zabytków;przybliżony;Bielikowo, st. 1;18-13;26;średniowiecze;grodzisko;689 z 1971-11-10;1971-11-10;zachodniopomorskie;gryficki;Brojce;Bielikowo;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_32_AR.37907&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_32_AR.37918;rejestr zabytków;przybliżony;Przybiernowo, st. 1;20-13;25;średniowiecze;grodzisko;692 z 1971-11-10;1971-11-10;zachodniopomorskie;gryficki;Brojce;Przybiernowo;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_32_AR.37918&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_32_AR.37922;rejestr zabytków;przybliżony;Lubieszewo, st. 2;20-12;36;epoka żelaza;osada;565 z 1968-12-16;1968-12-16;zachodniopomorskie;gryficki;Gryfice - obszar wiejski;Lubieszewo;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_32_AR.37922&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_32_AR.37948;rejestr zabytków;przybliżony;Ościęcin, st. 2;22-10;47;średniowiecze;grodzisko;666 z 1970-12-14;1970-12-14;zachodniopomorskie;gryficki;Gryfice - obszar wiejski;Ościęcin;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_32_AR.37948&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_32_AR.37965;rejestr zabytków;przybliżony;Lubin, st. 1;21-12;8;średniowiecze;grodzisko;650 z 1970-11-11;1970-11-11;zachodniopomorskie;gryficki;Gryfice - obszar wiejski;Sokołów;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_32_AR.37965&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_32_AR.37961;rejestr zabytków;przybliżony;Trzygłów, st. 1;21-11;25;średniowiecze;grodzisko;667 z 1970-12-22;1970-12-22;zachodniopomorskie;gryficki;Gryfice - obszar wiejski;Trzygłów;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_32_AR.37961&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_32_AR.37938;rejestr zabytków;dokładny;Witno, st. 1;19-10;49;średniowiecze;grodzisko;693 z 1971-11-10;1971-11-10;zachodniopomorskie;gryficki;Gryfice - obszar wiejski;Witno;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_32_AR.37938&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_32_AR.37927;rejestr zabytków;przybliżony;Witno, st. 2;19-10;48;średniowiecze;osada;694 z 1971-11-10;1971-11-10;zachodniopomorskie;gryficki;Gryfice - obszar wiejski;Witno;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_32_AR.37927&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_32_AR.96234;rejestr zabytków;dokładny;Świeszewo, st. 23;21-10;43;średniowiecze;grodzisko;C-40 z 2023-10-29;2023-10-29;zachodniopomorskie;gryficki;Gryfice - obszar wiejski;Świeszewo;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_32_AR.96234&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_32_AR.37751;rejestr zabytków;przybliżony;Cerkwica, st. 1;18-11;18;niemożliwa do uzyskania;grób;743 z 1972-12-15;1972-12-15;zachodniopomorskie;gryficki;Karnice;Cerkwica;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_32_AR.37751&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_32_AR.37760;rejestr zabytków;przybliżony;Modlimowo, st. 2;19-10;23;średniowiecze;grodzisko;691 z 1971-11-10;1971-11-10;zachodniopomorskie;gryficki;Karnice;Modlimowo;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_32_AR.37760&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_32_AR.37755;rejestr zabytków;dokładny;Mojszewo, st. 5;18-11;23;niemożliwa do uzyskania;grób;744 z 1972-12-15;1972-12-15;zachodniopomorskie;gryficki;Karnice;Mojszewo;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_32_AR.37755&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_32_AR.37749;rejestr zabytków;przybliżony;Skalno, st. 1;16-11;5;średniowiecze;grodzisko;735 z 1972-10-02;1972-10-02;zachodniopomorskie;gryficki;Karnice;Skalno;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_32_AR.37749&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_32_AR.37969;rejestr zabytków;przybliżony;Płoty, st. 2;22-12;;średniowiecze;grodzisko;651 z 1970-11-11;1970-11-11;zachodniopomorskie;gryficki;Płoty - miasto;Płoty;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_32_AR.37969&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_32_AR.37974;rejestr zabytków;przybliżony;Kocierz;21-13;;epoka żelaza;krąg kamienny;770 z 1976-04-16;1976-04-16;zachodniopomorskie;gryficki;Płoty - obszar wiejski;Kocierz;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_32_AR.37974&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_32_AR.38000;rejestr zabytków;przybliżony;Wyszobór, st. 1;21-12;;średniowiecze;grodzisko;652 z 1970-11-12;1970-11-12;zachodniopomorskie;gryficki;Płoty - obszar wiejski;Wyszobór;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_32_AR.38000&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_32_AR.37746;rejestr zabytków;przybliżony;Śliwin, st. 2;17-10;10;średniowiecze;grodzisko;745 z 1972-12-15;1972-12-15;zachodniopomorskie;gryficki;Rewal;Śliwin;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_32_AR.37746&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_32_AR.37863;rejestr zabytków;przybliżony;Trzebiatów;17-12;;epoka brązu ;cmentarzysko;750 z 1972-12-18;1972-12-18;zachodniopomorskie;gryficki;Trzebiatów - miasto;Trzebiatów;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_32_AR.37863&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_32_AR.37870;rejestr zabytków;przybliżony;Trzebiatów;17-12;;epoka kamienia;osada;749 z 1972-12-18;1972-12-18;zachodniopomorskie;gryficki;Trzebiatów - miasto;Trzebiatów;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_32_AR.37870&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_32_AR.37879;rejestr zabytków;przybliżony;Trzebiatów, st. 2;17-12;81;średniowiecze;grodzisko;734 z 1972-10-02;1972-10-02;zachodniopomorskie;gryficki;Trzebiatów - miasto;Trzebiatów;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_32_AR.37879&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_32_AR.37885;rejestr zabytków;przybliżony;Gołańcz Pomorska, st. 1;17-14;1;średniowiecze;grodzisko;733 z 1972-10-03;1972-10-03;zachodniopomorskie;gryficki;Trzebiatów - obszar wiejski;Gołańcz Pomorska;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_32_AR.37885&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_32_AR.37900;rejestr zabytków;przybliżony;Gąbin, st. 1;18-12;11;epoka brązu ;cmentarzysko;A-1332 z 1997-02-06;1997-02-06;zachodniopomorskie;gryficki;Trzebiatów - obszar wiejski;Gąbin;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_32_AR.37900&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_32_AR.36612;rejestr zabytków;przybliżony;Swobnica, st. 1;38-06;51;epoka żelaza;grodzisko;686 z 1971-11-10, C-19 z 2015-12-31;1971-11-10;zachodniopomorskie;gryfiński;Banie;Swobnica;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_32_AR.36612&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_32_AR.36679;rejestr zabytków;przybliżony;Cedynia, st. 1;41-02;13;epoka brązu ;grodzisko;597 z 1969-12-12, C-28 z 2015-12-31;1969-12-12;zachodniopomorskie;gryfiński;Cedynia - miasto;Cedynia;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_32_AR.36679&rejestr=rejestr-zabytkow
